,name,geometry,capability,country,city
405,GAMA IMPRESION 3D,POINT Z (-108.980335 25.770608 0),threed,MX,Los Mochis
406,Impresión 3D Los Cabos,POINT Z (-109.717259 23.071211 0),threed,MX,San Jose del Cabo
407,Ideaz3d,POINT Z (-110.967974 29.101013 0),threed,MX,Hermosillo
408,CICREM: Anuncios 3D & Más.,POINT Z (-110.971504 29.119458 0),threed,MX,Hermosillo
409,Etipack,POINT Z (-110.962703 29.125915 0),threed,MX,Hermosillo
410,RUDEGRAFIC,POINT Z (-110.977504 29.143886 0),threed,MX,Hermosillo
411,gbo Publicidad,POINT Z (-111.017576 29.102438 0),threed,MX,Hermosillo
412,Letras y Logos 3D - Anuncios luminosos,POINT Z (-110.985558 29.103129 0),threed,MX,Hermosillo
413,Kasser Todo en Diseño Gráfico e Impresión,POINT Z (-110.950073 29.084708 0),threed,MX,Hermosillo
414,Delta: Electrónica Avanzada,POINT Z (-110.952545 29.133928 0),threed,MX,Hermosillo
415,MUNDOIMPRESION LIRA S DE RL DE CV,POINT Z (-110.970177 29.111237 0),threed,MX,Hermosillo
416,El Mariachi Diseños,POINT Z (-110.941746 29.082643 0),threed,MX,Hermosillo
418,Graphic's & Ink/G.I.G Entertainment,POINT Z (-110.948302 31.325824 0),threed,MX,Nogales
419,Crystal Lerma Print & Desing,POINT Z (-109.686974 30.378471 0),threed,MX,Nacozari Viejo
422,"Desarrollo, Integración e Impresión 3D",POINT Z (-106.451686 31.731253 0),threed,MX,Ciudad Juarez
434,I2C,POINT Z (-90.712852 19.352913 0),threed,MX,Champoton
437,3DCAD Impresiones,POINT Z (-90.54283599999999 19.835999 0),threed,MX,Campeche
438,Academia Maker,POINT Z (-91.80773499999999 18.644991 0),threed,MX,Ciudad del Carmen
441,IMPRESOS MOVA,POINT Z (-91.822766 18.658486 0),threed,MX,Ciudad del Carmen
444,PCNET LA PAZ Y SOLUCIONES 3D,POINT Z (-110.317395 24.112858 0),threed,MX,La Paz
445,20.20 serigrafiaWS,POINT Z (-110.314516 24.162369 0),threed,MX,La Paz
446,Creativity 3D,POINT Z (-110.310103 24.127818 0),threed,MX,La Paz
447,@ Centro Impresión Digital,POINT Z (-110.310071 24.147375 0),threed,MX,La Paz
448,"Multivendor Del Norte, S.A. De C.V.",POINT Z (-110.313373 24.15423 0),threed,MX,La Paz
449,Color Laser,POINT Z (-110.319035 24.126733 0),threed,MX,La Paz
450,Creativa Zone,POINT Z (-110.34251 24.132533 0),threed,MX,La Paz
452,"Imagina, Imprenta Digital",POINT Z (-110.317276 24.15046 0),threed,MX,La Paz
453,Impresiones Jiménez,POINT Z (-110.316207 24.1143 0),threed,MX,La Paz
455,Novarts3d,POINT Z (-103.459931 25.543377 0),threed,MX,El Huarache (El Guarache)
457,Laguna3D,POINT Z (-103.42916 25.563457 0),threed,MX,Torreon
458,AFL centro de impresión 3D,POINT Z (-103.396054 25.522295 0),threed,MX,Torreon
459,Impresión 3D TAT,POINT Z (-103.529501 25.544526 0),threed,MX,Ciudad Lerdo
460,3d maker laguna,POINT Z (-103.382312 25.625192 0),threed,MX,San Jose de Vinedo
461,Print and Design 3Durango,POINT Z (-104.600644 24.053464 0),threed,MX,Victoria de Durango
462,3D's-Tech,POINT Z (-105.074839 24.885055 0),threed,MX,Nuevo Ideal
463,Millmex,POINT Z (-103.390309 25.560553 0),threed,MX,Torreon
469,3DPartner,POINT Z (-100.323152 25.721166 0),threed,MX,San Nicolas de los Garza
470,Impresión 3D,POINT Z (-100.216234 25.768359 0),threed,MX,Apodaca
471,TecSol3D - 3D Printers,POINT Z (-100.316038 25.637662 0),threed,MX,Monterrey
472,Letras 3D Monterrey,POINT Z (-100.275766 25.664512 0),threed,MX,Guadalupe
474,3DreamSaltillo,POINT Z (-100.978376 25.489414 0),threed,MX,Ramos Arizpe
475,Hideo 3D,POINT Z (-100.993462 25.438097 0),threed,MX,Saltillo
477,Jubilo3D,POINT Z (-101.010702 25.41974 0),threed,MX,Saltillo
478,3DK,POINT Z (-100.998477 25.422145 0),threed,MX,Saltillo
479,Mi3D,POINT Z (-101.002914 25.415248 0),threed,MX,Saltillo
480,METRO PRINT&3D Anuncios luminosos Anuncios y Letras 3D Señalización Rotulación De Vehículos Impresión Gran Formato,POINT Z (-100.969068 25.433901 0),threed,MX,Saltillo
481,Mac Diseño E Imprenta,POINT Z (-100.980513 25.469948 0),threed,MX,Saltillo
482,Medio Pliego,POINT Z (-100.993087 25.437769 0),threed,MX,Saltillo
483,Hightech Signs,POINT Z (-100.961438 25.469959 0),threed,MX,Saltillo
494,DarkminnerStudio,POINT Z (-100.540771 28.685984 0),threed,MX,Piedras Negras
495,Impresiones 3D PN,POINT Z (-100.545214 28.695918 0),threed,MX,Piedras Negras
496,The Print Shop,POINT Z (-100.538757 28.684334 0),threed,MX,Piedras Negras
497,IMPRESOS MONTERREY,POINT Z (-100.562378 28.677704 0),threed,MX,Colonia Venustiano Carranza
499,Novatech,POINT Z (-100.909985 29.304008 0),threed,MX,Ciudad Acuna
500,Bordes3D,POINT Z (-101.3479 27.742265 0),threed,MX,Minas de Barroteran
501,Impresiones 3D Monclova,POINT Z (-101.431131 26.921136 0),threed,MX,Monclova
508,Honeycomb Mini FABLAB,POINT Z (-106.113099 28.654128 0),threed,MX,Chihuahua
509,Créalo en 3d Cuu,POINT Z (-106.046026 28.633945 0),threed,MX,Chihuahua
510,Freaky3D,POINT Z (-106.109372 28.72285 0),threed,MX,Chihuahua
511,3DmaX,POINT Z (-106.123798 28.651586 0),threed,MX,Chihuahua
512,Artemis 3D Solutions,POINT Z (-106.09935 28.643618 0),threed,MX,Chihuahua
513,Estilo 3D CUU,POINT Z (-106.12044 28.726107 0),threed,MX,Chihuahua
514,Fusion Impresion y Diseño,POINT Z (-109.93138 27.487322 0),threed,MX,Ciudad Obregon
515,ENDO 3D SHOP,POINT Z (-109.934065 27.497299 0),threed,MX,Ciudad Obregon
516,Montelo,POINT Z (-109.945236 27.514957 0),threed,MX,Ciudad Obregon
517,Nares Digital Graphics,POINT Z (-109.934288 27.498253 0),threed,MX,Ciudad Obregon
518,Ideas Top,POINT Z (-109.931172 27.503312 0),threed,MX,Ciudad Obregon
519,Graphics,POINT Z (-109.942822 27.490223 0),threed,MX,Ciudad Obregon
520,"Impresionante - Bordado, Serigrafia, Sublimación y Laser",POINT Z (-109.942436 27.486544 0),threed,MX,Ciudad Obregon
521,Soloprint,POINT Z (-110.908866 27.925222 0),threed,MX,Heroica Guaymas
524,"3DG -Impresiones 3D, Camargo",POINT Z (-105.166108 27.681644 0),threed,MX,Ciudad Camargo
525,Cúbica,POINT Z (-105.170148 27.686366 0),threed,MX,Ciudad Camargo
526,Colibrí Print México,POINT Z (-105.682429 26.941519 0),threed,MX,Hidalgo del Parral
537,MAKER3DLABS,POINT Z (-102.880079 23.175416 0),threed,MX,Fresnillo
538,Cp Digital,POINT Z (-102.535279 22.754798 0),threed,MX,Guadalupe
539,Delta 3D,POINT Z (-102.860164 23.177899 0),threed,MX,Fresnillo
540,3D Azc,POINT Z (-102.5242 22.746637 0),threed,MX,Guadalupe
541,Hexágono Print,POINT Z (-102.573439 22.757405 0),threed,MX,Zacatecas
542,Print ON,POINT Z (-102.99232 22.646223 0),threed,MX,Jerez de Garcia Salinas
557,ARTE GRAFICO,POINT Z (-106.405852 23.268836 0),threed,MX,Mazatlan
558,Digital Center,POINT Z (-106.420759 23.236686 0),threed,MX,Mazatlan
559,3DDetailsMZT,POINT Z (-106.385882 23.235443 0),threed,MX,Mazatlan
560,Mega Impresión Digital,POINT Z (-106.416557 23.221946 0),threed,MX,Mazatlan
561,"Copias e impresiones ""el gim""",POINT Z (-105.68655 22.45322 0),threed,MX,Teacapan
562,PROYECTO 3D,POINT Z (-106.426296 23.258469 0),threed,MX,Mazatlan
563,Imprenta Master,POINT Z (-106.426801 23.242788 0),threed,MX,Mazatlan
564,Manjarrez Impresores,POINT Z (-106.421287 23.246763 0),threed,MX,Mazatlan
566,Señal Digital,POINT Z (-106.417431 23.20112 0),threed,MX,Mazatlan
572,Paper print by cuve,POINT Z (-106.867691 28.405686 0),threed,MX,Cuauhtemoc
584,Idea Impresiones,POINT Z (-94.433947 18.148163 0),threed,MX,Coatzacoalcos
585,Copias e impresiones neme,POINT Z (-94.760274 18.247768 0),threed,MX,Tatahuicapan
601,Impresión 3D Zitácuaro,POINT Z (-100.357635 19.436102 0),threed,MX,Heroica Zitacuaro
607,Teknamation Impresión 3d,POINT Z (-100.854083 20.532104 0),threed,MX,Colonia Pedro Maria Anaya
608,La Imprenta 3D-Impresión 3D Celaya,POINT Z (-100.824269 20.537125 0),threed,MX,Celaya
609,3D line mx,POINT Z (-100.832945 20.548761 0),threed,MX,Celaya
610,Axolote 3D,POINT Z (-100.840434 20.530403 0),threed,MX,Celaya
611,3D Pro,POINT Z (-100.830707 20.528052 0),threed,MX,Celaya
612,Estudio 3D Celaya,POINT Z (-100.849215 20.529772 0),threed,MX,Colonia Pedro Maria Anaya
613,53 Impresión & Diseño,POINT Z (-100.828671 20.523323 0),threed,MX,Celaya
614,Shape&Form® 3D Printing,POINT Z (-100.816419 20.525014 0),threed,MX,Celaya
615,Signexpress Impresion y Rotulacion Digital,POINT Z (-100.819227 20.523186 0),threed,MX,Celaya
616,Expressarte El Sauz,POINT Z (-100.834299 20.540758 0),threed,MX,Celaya
617,3D Applications,POINT Z (-46.523426 -23.458656 0),threed,BR,Guarulhos
618,"Corte Láser ""Universidad""",POINT Z (-100.406693 20.596589 0),threed,MX,Santiago de Queretaro
619,3D Fila,POINT Z (-43.934316 -19.931518 0),threed,BR,Belo Horizonte
620,ARDU,POINT Z (-54.609067 -25.510741 0),threed,PY,Ciudad del Este
621,Barlavento,POINT Z (-45.414821 -23.626544 0),threed,BR,Caraguatatuba
622,FlipeFlop,POINT Z (-48.522429 -27.596825 0),threed,BR,Carvoeira
623,Calango Hacker Clube,POINT Z (-47.890564 -15.7566 0),threed,BR,Brasilia
624,Carlos Jorge Winkler,POINT Z (-47.628837 -22.763654 0),threed,BR,Piracicaba
625,Crie Aqui,POINT Z (-46.332034 -23.952252 0),threed,BR,Santos
626,CTJ Makerspace,POINT Z (-47.874215 -15.768573 0),threed,BR,Brasilia
627,Espaço Guayi,POINT Z (-47.896609 -21.999699 0),threed,BR,Sao Carlos
628,Fab Lab Belém,POINT Z (-48.488523 -1.453639 0),threed,BR,Belem
629,Feedca grabado y corte láser,POINT Z (-99.12128800000001 23.761036 0),threed,MX,Ciudad Victoria
630,ED Designs,POINT Z (-97.8372 22.254067 0),threed,MX,Ciudad Madero
631,Corte y grabado laser,POINT Z (-99.161002 23.741041 0),threed,MX,Ciudad Victoria
632,ALDANA,POINT Z (-97.85525800000001 22.262906 0),threed,MX,Tampico
633,FOTOGRABADOS / GRAFIK,POINT Z (-100.644432 23.658185 0),threed,MX,Matehuala
634,ETEM Studio,POINT Z (-97.857727 22.271418 0),threed,MX,Tampico
635,Ck & Corte Laser,POINT Z (-97.93405799999999 22.393482 0),threed,MX,Altamira
636,Kreativa Imagen,POINT Z (-99.16587699999999 23.733859 0),threed,MX,Ciudad Victoria
637,Diseños Tampico,POINT Z (-97.85103599999999 22.289473 0),threed,MX,Tampico
638,CNCTampico,POINT Z (-97.893427 22.313226 0),threed,MX,Miramar
639,Corte Láser Potosino,POINT Z (-100.993726 22.144484 0),threed,MX,San Luis Potosi
640,Minichat Corte Láser,POINT Z (-101.012989 22.152354 0),threed,MX,San Luis Potosi
641,Cortes Laser Y Procesos,POINT Z (-100.951813 22.123233 0),threed,MX,San Luis Potosi
642,Lixum Wood / Corte Láser,POINT Z (-100.968502 22.145283 0),threed,MX,San Luis Potosi
643,Corte Laser ELE MAL,POINT Z (-100.892245 22.113867 0),threed,MX,La Pila
644,Sole-Corte laser/Sublimacion,POINT Z (-100.895761 22.124163 0),threed,MX,Soledad de Graciano Sanchez
645,Corte Creativo Estudio,POINT Z (-101.022796 22.139205 0),threed,MX,San Luis Potosi
646,Corte Laser Potosino SA de CV,POINT Z (-100.960396 22.104364 0),threed,MX,San Luis Potosi
647,Maquilado Profesional en Lámina,POINT Z (-100.918142 22.127549 0),threed,MX,Soledad de Graciano Sanchez
648,Arplott Corte Laser,POINT Z (-101.003577 22.141448 0),threed,MX,San Luis Potosi
649,Laser cutting Fenix,POINT Z (-99.167401 19.3917 0),threed,MX,Colonia del Valle
651,Corte láser,POINT Z (-98.99480200000001 19.380321 0),threed,MX,Los Reyes La Paz
652,Molli,POINT Z (-99.140444 19.403877 0),threed,MX,Benito Juarez
653,Grabado y Corte Láser Morelos,POINT Z (-99.23234100000001 18.950192 0),threed,MX,Cuernavaca
654,"corte laser , Grabado Laser ,Corte Cnc Eslabon Produccion Creativa",POINT Z (-98.22076300000001 19.020812 0),threed,MX,Puebla
655,Humungus Laser Cut corte laser,POINT Z (-99.137715 19.325019 0),threed,MX,Coyoacan
656,CORTE LASER CIION,POINT Z (-99.166194 19.282678 0),threed,MX,Tlalpan
657,Decoralasermx / Corte Laser,POINT Z (-99.232398 19.575749 0),threed,MX,Ciudad Lopez Mateos
658,Almacén del Corte,POINT Z (-100.424733 20.601526 0),threed,MX,Rancho Bellavista [Fraccionamiento]
667,Fast Laser Cut Corte y Grabado Láser UPAEP,POINT Z (-98.21525 19.04706 0),threed,MX,Puebla
668,Fast Laser Cut Corte y Grabado Láser,POINT Z (-98.21630999999999 19.0448 0),threed,MX,Puebla
672,Brío Innovación / Especialistas en corte láser - plasma - router - impresión uv - sublimación - Reconocimientos corporativos,POINT Z (-98.21506100000001 19.015525 0),threed,MX,Puebla
673,corte y grabado láser,POINT Z (-98.246145 19.04546 0),threed,MX,Santiago Momoxpan
674,Corte y Grabado Láser en Cholula,POINT Z (-98.29574 19.061837 0),threed,MX,Cholula
675,ENT Corte Láser,POINT Z (-98.24056299999999 19.038152 0),threed,MX,Puebla
676,CORTE LASER W&H grabado y corte laser,POINT Z (-98.183297 19.179129 0),threed,MX,Mazatecochco
677,Click Corte Laser,POINT Z (-98.199398 19.036714 0),threed,MX,Puebla
678,Vuyos Corte y Grabado Laser,POINT Z (-98.234877 19.147602 0),threed,MX,Almecatla
679,VAL ART DISEÑO CORTE LÁSER,POINT Z (-97.101975 18.85018 0),threed,MX,Orizaba
680,LASER ARTE,POINT Z (-97.400918 18.466995 0),threed,MX,Tehuacan
681,Corte Y Grabado Láser Tehuacán,POINT Z (-97.409901 18.469034 0),threed,MX,Tehuacan
682,"Gudelia, INC. Engraving AND Cutting",POINT Z (-97.085712 18.8539 0),threed,MX,Orizaba
683,Cuttique Laser Co.,POINT Z (-97.09124300000001 18.852714 0),threed,MX,Orizaba
684,PROYECTO MDF TEHUACAN,POINT Z (-97.396165 18.453032 0),threed,MX,Tehuacan
685,Ovando Corte y Grabado Láser,POINT Z (-97.73315599999999 18.886209 0),threed,MX,Tecamachalco
686,Corte Laser Pino Suarez,POINT Z (-97.489625 18.509534 0),threed,MX,Magdalena Cuayucatepec
687,IMSER,POINT Z (-97.100471 18.848898 0),threed,MX,Orizaba
688,Universal Laser,POINT Z (-97.398067 18.456909 0),threed,MX,Tehuacan
689,Arte & Láser Servicio de corte láser,POINT Z (-102.059934 19.418682 0),threed,MX,Uruapan
690,AEROPLANO LÁSER,POINT Z (-101.197783 19.714078 0),threed,MX,Morelia
691,UBAL LÁSER,POINT Z (-101.197077 19.71859 0),threed,MX,Morelia
692,LaserPro,POINT Z (-101.165222 19.695562 0),threed,MX,Morelia
693,Makro laser,POINT Z (-101.223135 19.668919 0),threed,MX,Morelos
694,Ideas en Corte Láser Morelia,POINT Z (-101.18891 19.69546 0),threed,MX,Morelia
695,Cortana,POINT Z (-102.284534 19.974738 0),threed,MX,Zamora
696,Laser Gravura,POINT Z (-101.173556 19.700172 0),threed,MX,Morelia
697,Diseño Gráfico y Corte y Grabado Láser AT,POINT Z (-102.279043 19.971361 0),threed,MX,Zamora
698,Daly Bordado y Corte láser,POINT Z (-101.188533 20.125167 0),threed,MX,Moroleon
699,Láser Quiroga,POINT Z (-101.522825 19.66249 0),threed,MX,Quiroga
707,Tree Notebook,POINT Z (-101.791448 19.818124 0),threed,MX,Zacapu
708,Difart creando ideas en laser,POINT Z (-101.198029 19.693947 0),threed,MX,Morelia
711,Corte láser LUAD,POINT Z (-99.653717 19.273599 0),threed,MX,Toluca
712,CORTE LASER Heserra Creativos,POINT Z (-99.133359 19.2857 0),threed,MX,Tlalpan
713,Why Not? corte laser,POINT Z (-99.678352 19.26191 0),threed,MX,San Buenaventura
714,REVA Grabado y Corte Láser CO2,POINT Z (-99.125916 19.231096 0),threed,MX,Xochimilco
715,SOMET Corte Laser,POINT Z (-98.904529 19.278879 0),threed,MX,Chalco de Diaz Covarrubias
716,"FBL Servicios, corte y grabado laser",POINT Z (-99.169529 18.893548 0),threed,MX,Jiutepec
717,NOVO DESIGN corte laser,POINT Z (-99.224065 19.295777 0),threed,MX,Magdalena Contreras
718,Tablish Arquitectura Corte y Grabado Laser,POINT Z (-99.160506 19.285829 0),threed,MX,Tlalpan
724,Tk Lazer,POINT Z (-99.23199 19.423018 0),threed,MX,Polanco
726,SIDECO,POINT Z (-99.09345399999999 19.401226 0),threed,MX,Iztacalco
727,CORTE LASER FATOCA,POINT Z (-99.238668 19.484042 0),threed,MX,Naucalpan de Juarez
729,Corte Láser Xalapa,POINT Z (-96.916653 19.534408 0),threed,MX,Xalapa de Enriquez
730,Cnc Corte Y Grabado Laser Router,POINT Z (-96.929174 19.547409 0),threed,MX,Xalapa de Enriquez
731,MACHO Taller MX,POINT Z (-96.93013500000001 19.550007 0),threed,MX,Xalapa de Enriquez
733,Laser-Ray-Art,POINT Z (-96.89947100000001 19.548706 0),threed,MX,Xalapa de Enriquez
734,Vector taller xalapa,POINT Z (-96.93096199999999 19.537324 0),threed,MX,Xalapa de Enriquez
735,Maderitaz - Corte Láser,POINT Z (-96.91184199999999 19.523338 0),threed,MX,Xalapa de Enriquez
736,Pixel Diseñería,POINT Z (-96.895403 19.528316 0),threed,MX,Xalapa de Enriquez
737,OTTMARD Imprenta y Corte Laser,POINT Z (-97.553282 19.769412 0),threed,MX,Zaragoza
738,Grupo Letter Press,POINT Z (-96.932039 19.530376 0),threed,MX,Xalapa de Enriquez
739,Prisma Corte Laser,POINT Z (-96.12435499999999 19.161814 0),threed,MX,Veracruz
740,El Castillo corte y grabado,POINT Z (-96.22290599999999 19.173851 0),threed,MX,Lomas de Rio Medio Cuatro
741,Vyv Corte Laser,POINT Z (-96.13297799999999 19.188475 0),threed,MX,Veracruz
742,Innova Laser (Corte Laser y Router),POINT Z (-96.133118 19.18939 0),threed,MX,Veracruz
743,ILUMINARTE (CORTE Y GRABADO LASER/ROUTER CNC),POINT Z (-96.144543 19.184399 0),threed,MX,Veracruz
745,Musarañitas Corte y Grabado láser CNC,POINT Z (-96.12396699999999 19.15995 0),threed,MX,Veracruz
748,Practicorte,POINT Z (-96.134907 19.183716 0),threed,MX,Veracruz
759,Design CAD - Estudio Creativo,POINT Z (-93.177013 16.758082 0),threed,MX,Tuxtla Gutierrez
761,Diseño Láser,POINT Z (-93.11802 16.743012 0),threed,MX,Tuxtla Gutierrez
762,Alpha Omega Corte y Grabado Láser,POINT Z (-96.109863 18.087017 0),threed,MX,San Bartolo
763,ArtCraft Mérida: Corte láser . Sublimación.,POINT Z (-89.641575 21.014032 0),threed,MX,Merida
764,Hey Laser: Laser cutting and engraving in Merida,POINT Z (-89.607418 21.003654 0),threed,MX,Merida
765,Print Art Impresión Y Corte Láser,POINT Z (-89.56993300000001 21.028988 0),threed,MX,Conkal
766,Studio 52. Corte Y Grabado Láser,POINT Z (-89.616043 20.982722 0),threed,MX,Merida
767,Corte y Grabado Láser Comercializadora Universal Kimu,POINT Z (-89.60877000000001 21.013046 0),threed,MX,Merida
768,"""EMANE"" CORTE Y GRABADO LASER E IMPRESION UV",POINT Z (-89.716167 20.988638 0),threed,MX,Caucel
769,Smart Idea Corte Laser,POINT Z (-89.591459 21.012058 0),threed,MX,Merida
770,CORTE Y GRABADO LASER FERNANDO,POINT Z (-89.574899 20.933428 0),threed,MX,Kanasin
771,Arqcher,POINT Z (-89.610755 21.000385 0),threed,MX,Merida
772,Alfaomega Creativos - Corte y grabado laser,POINT Z (-89.65047 21.003735 0),threed,MX,Merida
783,Monocromatico Corte Laser,POINT Z (-86.835314 21.16642 0),threed,MX,Cancun
784,Studio Corte Láser,POINT Z (-86.82607299999999 21.150448 0),threed,MX,Cancun
785,Punto Láser,POINT Z (-86.838697 21.164566 0),threed,MX,Cancun
786,HAZLO EN LASER,POINT Z (-86.864694 21.161948 0),threed,MX,Cancun
787,Corte láser y router Vangart inc.,POINT Z (-86.85906 21.10168 0),threed,MX,Alfredo V. Bonfil
788,ARTE LASER,POINT Z (-86.854795 21.127945 0),threed,MX,Alfredo V. Bonfil
789,COMPUSEÑAL,POINT Z (-86.845373 21.164623 0),threed,MX,Cancun
790,"LETRERO NEÓN, CORTE Y GRABADO LÁSER CANCÚN",POINT Z (-86.850454 21.177518 0),threed,MX,Cancun
791,detalles artesanales en laser,POINT Z (-86.83660399999999 21.186366 0),threed,MX,Cancun
792,CIP - Centro de Imágen y Publicidad,POINT Z (-86.844128 21.080538 0),threed,MX,Alfredo V. Bonfil
793,Ideas Creativas Corte Grabado Laser CNC,POINT Z (-87.09778 20.631085 0),threed,MX,Playa del Carmen
794,Corte Láser Playa,POINT Z (-87.068189 20.654272 0),threed,MX,Playa del Carmen
795,Artes gráficas Ascanio,POINT Z (-86.947599 20.507305 0),threed,MX,San Miguel de Cozumel
797,Roraima Design,POINT Z (-87.07226199999999 20.65095 0),threed,MX,Playa del Carmen
799,"PERSONALIZARTE IMPRENTA, LONAS ANUNCIOS 3D, PUBLICIDAD, TARJETAS, FLYERS, TERMOS, CORTE LASER,",POINT Z (-87.067297 20.642554 0),threed,MX,Playa del Carmen
802,Gerotipo,POINT Z (-87.06734299999999 20.639471 0),threed,MX,Playa del Carmen
813,"LETREROS NEÓN, CORTE Y GRABADO LÁSER CHETUMAL",POINT Z (-88.327484 18.522143 0),threed,MX,Chetumal
814,Makro Signs,POINT Z (-88.30465700000001 18.514614 0),threed,MX,Chetumal
815,Sinergia Publicitaria Chetumal,POINT Z (-88.285624 18.536853 0),threed,MX,Chetumal
816,Spiralove,POINT Z (-88.36855199999999 18.514331 0),threed,MX,Chetumal
817,Qprint Publicidad & Diseñó,POINT Z (-88.285927 18.516552 0),threed,MX,Chetumal
824,Cortatodo,POINT Z (-93.121968 16.749368 0),threed,MX,Tuxtla Gutierrez
825,Lasermax Router & Laser Technology,POINT Z (-92.918463 17.991667 0),threed,MX,Villahermosa
826,Padsali,POINT Z (-94.547292 17.981971 0),threed,MX,Minatitlan
827,MBL laser,POINT Z (-91.79819500000001 18.656035 0),threed,MX,Ciudad del Carmen
828,Detaliermx,POINT Z (-91.829086 18.655172 0),threed,MX,Ciudad del Carmen
829,Rosso Design,POINT Z (-92.92622799999999 17.975031 0),threed,MX,Villahermosa
830,RayoLa Taller Creativo,POINT Z (-92.11754000000001 16.237914 0),threed,MX,Comitan
831,CUTTUX,POINT Z (-93.081311 16.768708 0),threed,MX,Tuxtla Gutierrez
837,Futura Lab,POINT Z (-93.111208 16.75261 0),threed,MX,Tuxtla Gutierrez
838,Colmenart,POINT Z (-92.25092600000001 14.88929 0),threed,MX,Tapachula
839,GRABADO LASER CHIAPAS,POINT Z (-92.261972 14.899165 0),threed,MX,Tapachula
840,LaserGraff,POINT Z (-93.11371200000001 16.760571 0),threed,MX,Tuxtla Gutierrez
841,moma Diseño Industrial,POINT Z (-93.118537 16.766262 0),threed,MX,Tuxtla Gutierrez
842,Inventivarg 3D- Impresión 3D,POINT Z (-58.477608 -34.584832 0),threed,AR,Villa Santa Rita
844,Impresoras 3D Oaxaca,POINT Z (-96.720427 17.084671 0),threed,MX,Oaxaca de Juarez
